userId,similarUsers
2643,2788;549;10503;7361;7184;6349;2621;7358;3001;12610
2644,11319;2446;10699;9967;5553;9813;3229;4604;6504;8844
2645,10752;1201;11912;4513;9327;6572;2782;5780;11627;3172
2646,3386;7193;6775;8332;6226;3606;8204;3184;936;9048
2647,2505;718;5212;3658;3559;6367;4334;8099;3771;12461
2648,635;5465;6659;4372;9053;12145;2533;2427;10976;11322
2649,456;4584;374;5396;10717;2977;4566;12655;4044;2249
2650,1513;1094;935;10449;4978;1417;5220;6753;5676;7777
2651,8713;2827;11964;7208;460;6060;2181;10338;4287;7830
2652,692;8112;8750;3827;12164;4638;1207;1513;6532;9152
2653,322;4762;11268;12598;1017;9550;4437;5247;5411;6522
2654,429;12594;1301;6963;2357;11989;3564;8911;9728;4790
2655,11306;10187;3432;9539;9220;4536;11110;7035;3340;7100
2656,1305;10037;6985;5672;8117;7054;2236;27;12640;686
2657,11522;7007;11433;10627;4561;397;12347;2052;3374;7630
2658,5038;12422;866;12069;2329;9998;6890;2040;2354;10566
2659,8831;9681;12572;12770;2004;12442;4019;10793;3528;2191
2660,1897;3;12585;12525;910;10931;8397;936;5967;6937
2661,10974;601;374;7566;7186;5798;7345;11662;8327;5097
2662,5255;9077;2363;3439;11335;10723;238;1695;9456;6408
2663,6050;1833;2144;11322;3729;12819;10814;7008;7042;4066
2664,7422;7680;10706;11245;10504;8253;12570;5126;10277;2327
2665,108;5497;3328;9016;6908;5224;2501;11519;857;9906
2666,5202;2433;8100;9484;5635;3415;11279;12611;12635;9746
2667,3799;4549;3863;12011;5539;5123;2751;10538;10733;3284
2668,4288;3289;5272;3639;11351;10579;12593;12214;12892;9873
2669,6835;10048;2048;3218;1430;11054;3986;207;9323;10320
2670,4458;884;9640;1927;5093;2964;8677;9148;411;3152
2671,2504;836;7992;9591;5009;9317;12199;4560;1918;9464
2672,4422;1599;2989;10317;11799;4052;8689;1970;511;6087
2673,10020;9231;12347;11383;524;6356;8617;2679;1055;5752
2674,6458;6766;512;1675;11233;7946;12071;6113;8867;12395
2675,2024;443;6137;10838;6266;2843;7978;5821;6173;11392
2676,5077;9537;12870;6631;1420;1333;6188;10272;276;8259
2677,7470;2308;4839;5043;8121;4307;7246;585;12487;2487
2678,4334;11815;5540;2061;9198;11275;5917;11499;9045;11150
2679,4609;5216;7415;572;6023;6870;1712;741;1737;2673
2680,6280;8066;4888;8812;10845;7127;524;6976;9805;2701
2681,2208;5165;1565;4681;1072;2921;12323;2070;6535;12447
2682,9889;9675;741;3769;8847;10046;8020;6361;4558;389
2683,418;1213;4968;12433;4101;10867;4181;3136;10362;2813
2684,365;9269;12763;9979;3627;5010;11491;9515;6011;380
2685,11803;7795;3099;1382;1001;3457;10380;5573;1168;7661
2686,12367;2924;5339;476;2324;7672;1893;8017;4530;3260
2687,1521;9874;3193;7424;195;1727;11489;2689;12609;2423
2688,12887;12875;3960;1386;11119;6948;7835;7649;1933;6109
2689,826;9854;11730;2687;1231;339;11426;1204;10114;2698
2690,945;10667;8017;5717;5341;6413;8022;12651;6393;9030
2691,3681;12581;7260;10976;7637;7701;4727;5995;6214;11275
2692,6563;2972;5389;1656;2270;12803;1238;11085;9564;4533
2693,7757;12321;823;1603;5960;9585;3622;11214;4378;3046
2694,5826;5545;6984;246;11402;12007;1438;4638;2269;238
2695,6870;7403;9917;10962;7433;9615;12488;8115;4007;12855
2696,12160;1299;6001;3831;6334;657;8743;4522;3771;11800
2697,11950;6964;1357;9457;4028;12885;8824;10757;2294;12362
2698,7601;26;2360;941;5625;7301;1070;1700;9783;9718
2699,1093;12653;230;11567;5481;10826;11246;10511;10887;9076
2700,5196;3268;5155;912;4245;2820;11616;2159;4619;3958
2701,4277;12678;12005;3111;2552;9609;10407;7282;12358;2656
2702,2778;8410;9048;9596;2633;5032;4156;964;1603;11109
2703,1347;3747;12093;7403;5232;5900;1513;2579;11064;2517
2704,2955;5194;2762;4437;11836;12201;6476;720;2864;4322
2705,9833;1698;12098;7915;515;8694;7161;10756;11191;298
2706,1093;10097;118;9639;692;4423;6571;11663;8109;8264
2707,6118;11581;8749;12233;11630;10644;4956;12649;4685;12813
2708,6767;6279;6500;7210;10917;10177;4028;11936;3514;6389
2709,8629;12250;3271;3423;2672;2488;3415;10737;7063;6182
2710,10786;4598;1182;9476;3933;1672;11001;6990;4608;6722
2711,7784;6420;1367;5504;4043;1363;933;1960;11050;8301
2712,12474;2468;3452;5526;10779;7964;1319;3260;5306;5994
2713,8883;6797;10501;10980;1985;1526;9796;4076;6439;4452
2714,2002;3791;12207;6998;1425;10693;5749;3839;2562;7114
2715,4554;1139;7285;7917;11197;6263;676;1822;3976;9883
2716,9750;7945;440;4372;255;1157;1948;11635;1449;12355
2717,8239;8288;7143;5703;11308;12326;7347;11068;4986;9028
2718,9586;8777;1886;11863;8120;3107;887;5897;2396;6046
2719,3576;53;11516;12387;705;6809;10091;1220;3281;1482
2720,6835;5955;12777;8751;6507;9169;5873;1922;5761;2155
2721,4252;11224;4952;3398;3153;1907;8443;7626;7722;8536
2722,11009;6079;4791;9933;12474;5214;2120;4184;5537;12754
2723,1403;3251;6729;7177;6522;6387;9500;1807;388;5068
2724,6374;636;6042;7860;7691;7909;755;11961;2446;7688
2725,36;3713;107;4461;10576;6152;6570;5186;977;7633
2726,12663;7982;9326;9045;11308;3960;2530;2460;7828;3190
2727,10791;3194;11056;12683;9909;3703;4277;10043;5792;4424
2728,4130;9154;3267;1949;9229;9566;9445;1584;2902;3485
2729,11828;4429;1197;8175;4188;10964;11460;6937;6310;6536
2730,7941;9799;11746;3802;419;12602;7243;820;4068;2083
2731,5996;12097;711;11435;12733;10639;5641;8628;9292;8669
2732,9884;5075;9401;4102;8959;9779;1965;2027;3293;299
2733,9947;2494;1109;9801;4516;4357;8140;10472;8814;217
2734,1448;2834;2288;6174;4744;1476;5221;2924;2807;8017
2735,10871;2865;6571;12120;8425;1105;5844;3304;12519;12061
2736,685;298;11246;288;7217;6550;2438;8773;5689;10875
2737,7170;6138;3600;12082;2865;4040;11330;10926;4759;9754
2738,5176;10798;9801;11692;620;4436;11977;3447;2777;3157
2739,1552;1355;5818;6781;1927;8236;5873;7504;9301;12786
2740,4349;892;5825;9588;5457;6563;12606;9455;2262;3020
2741,1828;11373;1987;3983;1021;264;11676;10927;3126;2082
2742,10207;8496;9504;11873;7535;3325;8005;7608;7180;4409
2743,8899;2271;10709;3723;6120;10752;4028;7570;4639;4915
2744,8044;2010;6133;11989;10870;12455;11518;4232;405;3554
2745,2910;12738;11312;12620;4087;7230;6755;10275;5616;3690
2746,5668;5309;1658;2063;8816;9046;9943;4886;1569;11964
2747,9244;12341;3700;4843;3350;10878;239;2265;11030;8137
2748,2594;8119;11400;2331;651;9461;10100;2759;3637;11709
2749,6972;9099;11335;5422;9325;9036;572;11926;2758;10784
2750,7076;1266;4496;3890;12532;4092;1106;3745;407;5589
2751,2926;2667;10918;7801;9413;8488;2909;12051;10034;9915
2752,6869;8773;11503;645;6943;8023;11097;1567;6728;7017
2753,7532;10531;9962;6980;5138;2377;7258;10286;12163;4708
2754,4266;1350;11628;1168;4994;1693;786;4502;994;3595
2755,4189;6466;7525;316;1420;5054;11073;276;5077;5247
2756,2788;4334;4731;9662;972;6399;9364;8907;1239;8404
2757,3899;9149;1889;2554;12906;10664;11445;1448;1893;2734
2758,7485;4265;2749;7743;230;3899;7351;11894;9908;841
2759,12459;1959;4848;10913;3035;2954;9789;606;51;5053
2760,703;12188;4111;4901;4209;8526;5124;5590;4855;1699
2761,8828;4254;2174;422;4834;2487;5758;11169;12512;224
2762,749;9675;8020;9230;8754;7978;9422;5357;7479;9278
2763,120;9524;4911;4064;300;12743;7003;5859;961;4681
2764,6166;102;9278;2272;4492;3271;8367;3694;3006;9675
2765,1272;3923;5123;12772;7572;10282;1211;2875;3048;2560
2766,260;12347;11439;8696;7026;364;8339;1350;2954;7399
2767,5014;12611;9995;8034;10054;4158;4795;12861;12013;12623
2768,9346;3367;5779;7816;1616;873;5927;7509;960;4749
2769,5765;8290;7041;981;9168;6552;11686;7643;2867;9360
2770,8886;6087;12527;7439;310;8578;8153;5376;4052;11665
2771,12648;3024;5128;6662;10331;7487;2170;4928;9435;6433
2772,4105;6450;12889;7478;6212;3253;11645;4301;3000;3807
2773,3715;6584;11573;10164;4325;779;5883;8071;6818;10444
2774,6453;3663;12203;2868;5510;11375;10940;8964;26;9469
2775,12423;3505;5447;7844;5597;4635;12322;10322;11464;2752
2776,3574;5300;8084;4059;11063;12067;2086;1110;2342;5395
2777,5153;988;6786;1578;354;11657;8366;9092;1518;4766
2778,2702;8856;11743;11357;5909;9330;5334;12585;9783;5190
2779,11885;5290;5969;8249;9313;9627;679;11786;9289;4487
2780,10007;3736;9625;10786;2109;526;2618;1106;4945;1520
2781,1093;1959;2572;4995;8399;4065;10405;10145;12376;6771
2782,7544;3964;7949;2970;12173;10784;2645;406;5881;2016
2783,1438;12541;10707;11051;3415;2591;5052;9840;2340;7700
2784,13;10323;8926;124;9748;3272;6448;1153;7338;3914
2785,296;10832;10258;12396;3175;4713;10667;12008;8332;7739
2786,8905;6892;8221;5429;9562;9688;6542;12656;1012;2172
2787,1564;6325;1925;7749;7708;11737;9892;10253;5079;3016
2788,9917;2643;10154;2756;3905;9273;12356;6295;11838;7434
2789,60;4708;1564;11277;6134;9006;6616;7281;6386;8869
2790,2469;8684;4542;7039;6296;11719;9435;1463;1394;12101
2791,1613;10802;8008;4192;8339;1586;1475;3271;2465;5737
2792,6445;6694;7677;5149;12248;8151;8850;11664;2982;5933
2793,776;10542;6082;8990;3998;5004;5958;10173;9769;5176
2794,12809;1046;2380;5455;730;11682;966;3707;6526;7543
2795,6743;6645;11822;11131;3942;9852;1589;10566;8935;10218
2796,4736;2351;12673;6136;4555;2402;12148;3670;10125;7131
2797,3263;7793;1420;6913;2855;8622;276;5077;1126;7064
2798,4772;1162;2528;408;8573;3910;5982;1848;10298;11944
2799,5197;1110;5178;11828;4575;380;7428;3850;6461;9983
2800,916;10161;675;1174;8245;4210;7320;6806;7647;12519
2801,494;408;3865;9175;6490;3591;439;9003;5914;2838
2802,1492;4818;2047;7588;6491;9021;10206;879;4374;10936
2803,12294;2499;4023;9600;6936;4137;3819;884;3764;4952
2804,6664;2288;4423;1368;1430;4325;6624;11600;3966;6025
2805,10092;4265;12137;12216;12788;7318;4108;11549;11331;12689
2806,8573;1125;11829;9500;1306;9693;5683;7409;3766;12782
2807,4530;9993;476;2734;9149;6600;1893;7874;1831;11075
2808,7225;4609;1760;667;3478;3760;12678;1049;7186;6023
2809,11578;6720;11467;10133;749;9386;11689;4462;4352;9094
2810,10633;5467;3944;12551;4040;9716;5210;4583;5347;3573
2811,7437;3050;6762;7538;8969;11141;2433;7142;8778;4031
2812,8445;3582;4103;11912;7164;8890;2246;12782;5741;1204
2813,7054;4082;9829;7980;6276;8912;1492;3227;8128;6047
2814,10555;8530;11946;11519;5735;9530;10733;4384;552;11893
2815,251;7167;8129;5942;10280;12179;6833;2950;3444;3856
2816,9729;10578;10640;11434;9530;903;7189;10596;625;4542
2817,9917;1880;10645;4112;11988;8625;6051;7779;6105;73
2818,707;5816;9360;7405;2242;2172;7906;3949;7735;1163
2819,42;5071;5965;3510;11443;12168;2212;1648;12419;4260
2820,9178;5068;2948;2700;1688;11080;8231;1567;12512;613
2821,6668;8980;11353;3590;5133;1184;3030;6708;12869;3698
2822,4032;8339;7514;4561;9672;6624;4868;3811;11025;11781
2823,2414;1869;6106;4984;3558;8966;908;10726;10524;9683
2824,4796;11128;2189;1346;2062;3359;8326;5367;632;5295
2825,7108;5481;2265;3662;623;1922;6371;1647;9319;4038
2826,6271;2571;9735;1731;9840;10493;8405;9005;6096;4808
2827,9200;3963;2651;3827;10642;689;517;11589;3343;2035
2828,4394;874;12082;7409;9468;11867;8395;3963;6569;11680
2829,353;4766;1826;1751;8836;5024;11753;9203;8816;11416
2830,4830;8516;692;6909;1256;1848;11707;11039;10660;1866
2831,9022;4965;12407;4995;11609;6487;3679;8706;1967;11220
2832,6691;9287;8627;12087;2400;7171;2800;5084;1200;6513
2833,6750;9792;12134;6919;10492;9765;3543;10518;1915;478
2834,2734;8504;945;3899;5341;5782;7672;1476;12359;12862
2835,5841;9636;3782;5484;7207;3259;1692;5513;2148;12157
2836,3168;11467;8150;12906;754;209;11245;10197;3803;8724
2837,2487;5840;6576;6024;5867;5232;11346;11580;8760;7022
2838,5685;8828;3886;12303;3952;12370;11168;3068;9289;6194
2839,4472;9899;5686;9876;11653;8899;8017;9553;6801;11896
2840,9194;2112;2367;6475;4742;4936;4357;524;1889;12138
2841,3478;1878;10070;5475;79;5786;10463;2041;7244;2324
2842,9551;4405;588;10117;3306;10358;5706;12392;5549;2862
2843,1000;4227;1016;11028;7348;2675;6716;2064;12063;11435
2844,4104;8952;2602;11655;9762;3791;7515;10340;3907;3223
2845,4888;12208;5376;9370;4910;7318;3337;7038;5430;9526
2846,1889;8022;12651;3899;5717;4760;8504;2690;6393;11193
2847,5528;11287;5960;4560;9102;8772;7678;5758;2941;9798
2848,1392;8514;6551;7820;1714;1395;10410;3651;9313;1665
2849,7864;8578;5749;4562;150;5731;7313;9816;8037;1707
2850,10025;3233;4188;2365;8371;12446;12895;10130;1672;11919
2851,9012;4694;9534;11337;9564;2110;2985;4995;2188;5314
2852,2142;7294;12260;9885;7480;6216;10160;3533;3390;11848
2853,4468;8676;2285;12830;7104;11934;4477;1127;10520;3150
2854,195;10820;7226;8313;12798;394;6936;5169;9367;9298
2855,276;8957;8259;2797;6836;9204;10713;4189;1224;7316
2856,3739;6139;4640;9245;1853;1220;11477;4261;1717;8374
2857,1361;10105;12910;6833;9146;11402;8392;6134;4200;6774
2858,9261;3319;3881;5298;4478;9695;731;9670;6015;10268
2859,6973;7475;5734;8575;9927;7152;1956;8883;8250;5334
2860,6928;7113;10173;11246;1544;4368;349;3789;6830;3122
2861,3719;627;12189;3769;12804;1557;12276;3830;102;8754
2862,9669;7872;7101;599;3724;590;3958;2661;7987;8839
2863,12753;2631;6521;1068;12575;6393;4883;7946;1323;896
2864,9818;1778;6831;8061;10680;5639;8626;3090;2338;2704
2865,2735;502;11508;6389;9706;548;2737;3616;7485;3656
2866,2061;995;6819;11003;4617;1130;12876;6462;6264;5141
2867,6014;12904;3026;3607;1805;12460;972;8242;5421;2769
2868,11558;7777;3056;3191;12399;7949;2774;10452;12351;749
2869,5824;3206;3952;10593;3746;3344;5022;10754;8544;12620
2870,8139;4801;9855;7300;12267;11978;3035;7098;1157;6180
2871,7265;12163;2331;5552;1321;5120;6352;9915;9025;12429
2872,11430;3153;8366;4312;6504;9533;8712;3849;8636;5031
2873,9424;2196;7984;7580;8544;8738;11522;4729;10307;2954
2874,8695;4500;1628;5954;6351;6430;4747;5950;6514;836
2875,12795;11593;10930;6182;8184;10909;6301;4918;7234;2765
2876,3251;8312;11092;5306;560;4922;1586;9659;10826;7655
2877,6251;10011;4717;10073;11738;12568;8769;12407;8284;11619
2878,7989;11584;9128;6175;2252;3298;6048;2084;1746;2488
2879,9012;264;8385;4096;12139;8796;1133;10809;1801;7873
2880,5339;11075;1893;12367;12651;10192;8017;5504;5341;3039
2881,10352;7885;1933;3172;12419;2008;12680;5245;4337;7349
2882,9877;5420;1726;12329;58;9280;7216;10805;8843;11379
2883,4633;8274;8828;3077;804;8388;8125;1211;2641;6315
2884,7118;6020;1630;10769;7920;1655;8740;530;10623;12830
2885,6536;2347;10275;12764;12013;6966;9442;5695;7644;7931
2886,6720;9432;8037;8153;10317;3468;11465;8152;5513;5048
2887,5759;1523;8896;133;1118;11371;1780;11508;2048;942
2888,4587;2924;11193;5782;2686;2690;1889;5339;9993;2807
2889,7996;3812;4095;7752;1555;10927;2067;4595;3930;9326
2890,8816;3929;12091;3798;9076;2299;5367;766;4753;5181
2891,214;9277;12317;825;3634;594;9237;5466;8727;1271
2892,12891;9951;1868;5774;10218;3244;9441;1779;9589;11931
2893,8390;8986;11367;4172;7241;2568;2170;5047;2951;7158
2894,5820;6784;3702;10030;1879;10927;2127;6929;8256;7971
2895,8699;6946;5045;4720;7342;1887;10163;370;8443;2268
2896,10752;6728;7306;11179;12666;3332;6744;5589;9819;7266
2897,8842;93;3136;1552;7000;1840;5064;11345;7508;4759
2898,2441;3228;3149;2173;10186;10226;12615;6402;2005;12014
2899,10390;1890;12401;777;6112;12552;5236;12261;8520;4277
2900,12900;10465;9584;12529;2581;4070;8704;5423;11964;6580
2901,4066;2443;11490;2533;9039;7240;591;6268;6050;7542
2902,10260;4279;8384;1714;11245;2937;3863;194;347;2342
2903,5315;6492;12255;8746;7551;12854;8842;8100;1341;5735
2904,9957;11498;3410;9926;11765;5302;8807;3241;12197;9753
2905,1473;5184;11852;3690;1852;2117;1209;4085;9552;4853
2906,11573;5929;4325;779;5490;10164;7102;2078;5402;390
2907,808;712;4422;3560;8769;1171;7030;10479;5441;11750
2908,1955;1150;4793;4373;112;11691;11429;6379;3784;4446
2909,601;7883;6558;42;1694;11208;107;1007;2200;2287
2910,2745;3109;7448;7692;10825;8062;7055;2913;1534;9391
2911,3333;3417;3920;7863;5108;10744;7571;12142;1584;2190
2912,5461;11420;11502;4899;9331;5134;8035;10668;11220;9281
2913,7823;1843;5933;6352;11199;2095;1350;7841;12357;1477
2914,7800;4821;12788;5718;2389;2138;7105;3159;6905;2368
2915,6244;9847;2548;410;551;2661;7208;1451;12349;4677
2916,12686;3969;3639;509;1873;7978;7362;615;433;12415
2917,11995;5176;7764;6115;11087;8498;11965;10177;3526;4898
2918,12360;44;6633;624;12893;115;8198;8231;5082;10388
2919,2106;753;10708;12781;6170;10415;2762;10494;3945;4143
2920,6781;3988;8854;1908;9707;12468;8708;1735;8281;3419
2921,4506;5987;682;7215;1001;2681;7984;11538;6107;5469
2922,389;9178;6820;6445;10674;7412;6082;8192;1183;2107
2923,8899;9231;8338;862;427;4975;3193;3906;6125;1174
2924,7293;12906;1893;10482;8022;5955;2686;5339;5782;2929
2925,4313;6881;1889;6775;3984;12277;12851;3227;5672;11296
2926,8123;2751;6811;7436;1500;8248;2335;3051;7893;1690
2927,2624;8698;7595;6056;7294;623;1301;7984;2761;10999
2928,12842;107;4028;3815;554;1930;972;10518;11029;6663
2929,2924;4744;12367;6393;5717;4760;12359;2554;8022;5341
2930,1540;517;10493;10994;4509;12418;3445;11437;11838;1514
2931,12189;7363;1970;9937;11780;3642;11403;4657;548;7618
2932,11627;5419;3684;3456;7328;10284;7379;3702;6980;3412
2933,4702;7642;7999;8226;10087;11589;11180;11571;12014;7821
2934,7643;1287;343;94;8937;177;8934;3552;9499;1276
2935,750;7411;8611;7362;8118;3409;3921;4235;5485;4334
2936,1348;10007;766;2131;4431;11083;960;8859;11279;345
2937,10791;2902;199;9178;9528;4568;12573;11185;3600;10979
2938,988;6958;3614;3768;2709;6243;10100;2155;10636;7839
2939,2144;3653;3729;7240;7042;7712;5863;10928;6529;6659
2940,2096;7137;429;3189;6366;2524;6656;508;1301;5572
2941,2979;6661;10166;11895;2847;7855;12527;11046;4729;1654
2942,10714;11708;2007;3681;12628;4905;4505;3083;11068;9797
2943,10419;182;8697;11575;9541;4994;2177;1843;5850;11522
2944,8678;6501;11136;1234;9829;11490;1118;5463;1158;11505
2945,3577;6114;7470;3685;6380;11643;4839;2115;8109;2383
2946,10768;3435;5945;3208;5430;2459;4667;3862;7029;6146
2947,4995;9921;1638;8899;10932;8243;3412;11237;7309;6261
2948,5043;9627;10813;10173;2820;2342;7466;12098;3065;6707
2949,9931;7949;451;1045;3477;9728;9648;4779;1669;2398
2950,618;3568;10462;2355;7195;10045;11018;8149;3196;12602
2951,225;7910;2179;3727;3641;6899;10334;9003;10856;6266
2952,1346;1004;4760;2494;1037;3282;4551;4411;1475;11001
2953,10569;4848;269;2325;5999;3345;2520;2098;1082;5237
2954,11664;5909;1127;10465;3973;2759;10686;7515;10280;3811
2955,2704;1763;11890;1106;10691;11472;3017;12338;1112;5633
2956,7185;1449;8506;8244;5752;7727;9746;447;9566;10014
2957,6712;8592;9941;10448;9355;7845;6632;1049;415;6604
2958,7765;2088;8213;412;6653;9534;10092;7727;801;7661
2959,5455;8890;5028;3555;141;10565;474;3437;6780;5774
2960,6082;11664;445;8364;5681;4717;11613;3549;997;935
2961,3694;12189;3146;3769;9422;1060;627;12293;6361;4088
2962,12001;4426;10037;11146;5604;5250;4828;10584;6914;596
2963,6592;362;11529;11833;11587;6480;6670;3745;4820;3248
2964,44;9421;4932;11038;5080;93;11392;2670;11726;11425
2965,6473;10448;8714;7481;701;5160;3304;8264;9283;7133
2966,5929;779;2078;7436;5669;9711;3095;4325;10942;5883
2967,3422;3834;6205;11869;10652;6667;4994;4507;8094;9461
2968,967;4445;8331;9134;5117;7179;9417;9602;500;2697
2969,8226;10354;8092;6507;7433;10798;2410;11830;9567;2876
2970,9305;2782;12071;11261;12427;10577;3385;12470;10473;6664
2971,8256;11529;1922;12736;11689;10927;11870;7875;2096;5676
2972,7997;11351;12435;10121;2692;10831;9649;6635;4450;11228
2973,6548;12543;3747;2006;7318;961;3871;2542;8646;12247
2974,4666;2411;342;5055;9202;11995;10446;1202;12597;6799
2975,5399;9223;1408;8834;3439;65;7961;2512;3161;163
2976,4978;3408;2071;10769;7162;12838;7922;11201;844;10831
2977,5961;6799;582;4447;12665;9886;4924;195;8636;10360
2978,3264;8401;3843;9758;8913;2719;1003;3847;1910;1264
2979,184;2941;7793;7380;8344;12502;3817;6982;7271;5363
2980,4040;5770;7565;6974;3118;5825;7866;2095;7773;12774
2981,4139;427;1176;4216;1026;8193;8264;5798;8640;2199
2982,2792;2268;7630;7826;1240;5738;12601;9786;2457;11727
2983,6194;11085;6369;11134;3999;9779;6337;5600;9501;9248
2984,6836;12879;8721;10122;6649;1109;9421;9693;4100;6490
2985,9810;1420;4624;12870;1126;84;1542;8622;11106;9204
2986,10123;7373;12522;4738;516;1682;6583;3939;5947;3819
2987,9910;8225;933;12206;6479;1652;971;3248;11428;8073
2988,4003;11675;11915;9280;12110;453;5650;5843;9577;12541
2989,2672;4480;10354;5887;2049;6933;5030;12124;9170;7183
2990,3057;1243;1659;5073;9802;7060;12707;4480;7814;7223
2991,12313;11593;4878;9099;6556;4336;3633;1050;12272;10675
2992,3903;8791;9566;9915;11111;9549;11340;3463;9037;7696
2993,1580;8914;10926;785;4556;3636;6111;1659;279;3234
2994,9921;3364;482;3062;9651;4276;4211;7588;10731;4292
2995,282;11747;1016;10105;292;9147;6185;10199;1358;12584
2996,7917;9021;10952;405;4557;10018;5458;9857;8182;3977
2997,12616;83;5761;3233;7215;9630;1292;4296;5022;1179
2998,5897;5133;585;2613;436;6633;11432;3087;271;12611
2999,6043;7180;4672;9662;3692;7105;1812;9492;9949;8009
3000,12774;2772;7464;11742;2558;5601;8266;5946;8238;4039
3001,9409;12774;3390;2643;10204;5360;1346;6817;10375;7609
3002,2484;11857;6038;6763;11317;754;3997;12914;5898;3904
3003,3653;6400;12717;10459;7283;2541;3647;2353;12810;1842
3004,6404;9110;9093;7276;7865;10954;496;11456;4344;1534
3005,5956;12287;6374;8557;10235;10240;475;7652;9731;797
3006,12189;6361;4088;471;216;2272;11718;11285;9924;6166
3007,5680;959;994;8028;7180;1623;8809;10943;6055;7580
3008,1250;4540;3966;10645;2051;3081;7071;9333;4161;11664
3009,5196;5512;4708;9649;8506;6278;4006;7997;2088;11061
3010,5423;3820;9466;2500;621;11647;1606;11264;7413;2714
3011,1806;1750;12427;8052;9628;880;6219;11165;11956;9292
3012,7997;517;1466;9031;12504;7811;6536;2615;9710;2856
3013,2385;11445;5193;7650;2534;1205;1964;11030;7570;11936
3014,7577;10933;2645;9562;9558;6522;9392;12225;1030;10248
3015,43;8535;145;3791;12455;12314;1012;10037;11034;8331
3016,7864;12753;374;5306;14;4180;5749;8886;5731;12175
3017,10308;4203;2955;6564;12720;1135;1182;5561;9733;12883
3018,541;6501;8340;10768;6218;8408;5932;5574;9373;2690
3019,6455;6793;1143;12780;2107;1245;1708;1587;2177;7533
3020,7665;12350;2551;10569;7460;5843;2740;9428;2568;8210
3021,1106;9431;2433;10645;1246;4333;3034;2126;2424;1386
3022,11994;8594;2147;8522;1923;12635;11317;5391;3934;5013
3023,6141;4784;8841;10226;7216;12058;8193;3745;12239;8793
3024,2771;6834;12617;8542;1803;6705;11422;3894;6475;10760
3025,295;2318;12088;690;12672;2573;11064;2093;8427;8516
3026,1184;2867;553;2230;58;9593;7975;12413;782;3337
3027,10742;9695;590;12521;5047;11656;3873;3945;5333;12673
3028,5096;4773;502;10174;4032;11574;1409;7026;5287;11562
3029,312;797;8307;6539;73;10133;12175;2621;4225;3542
3030,9328;6001;1408;11811;2922;8390;6967;5230;11469;7288
3031,6592;5129;9689;1449;3638;12312;1634;32;182;12677
3032,2593;3542;230;8112;7663;8586;8641;8175;6403;2352
3033,275;12445;9335;7534;1093;10793;2486;1642;2071;1707
3034,7558;979;7623;11315;4759;7940;6301;12817;7917;1242
3035,4251;2759;11610;2181;12202;11197;3549;143;5432;8373
3036,11962;1025;1238;6771;1848;7340;4698;9789;3780;8095
3037,3183;7731;3475;9751;99;6954;8671;215;12561;9896
3038,9014;11535;9702;3159;12292;6791;9060;9894;8405;4560
3039,8055;1889;12174;4587;2324;2834;10582;10482;1448;1893
3040,7552;1453;5510;10061;7292;8024;14;4094;9304;8299
3041,11873;8832;9200;328;11751;7545;10651;8964;6218;2339
3042,9817;1459;7510;6004;1735;6232;1945;8573;642;12791
3043,1226;4252;3403;12751;9904;11986;7598;11763;9696;11301
3044,4051;1994;1699;750;6688;3361;795;9154;2104;3127
3045,3515;7282;1546;4563;923;11688;11738;5492;1791;1472
3046,3268;12850;9418;12490;10883;11199;8036;6823;5654;7756
3047,4123;9957;8866;5839;1156;9303;7340;11198;5367;2942
3048,6175;10952;11620;1074;12532;10975;11520;6452;4274;11488
3049,2512;803;10038;10553;4728;12285;8826;11374;6640;12796
3050,11508;3602;11926;2811;2244;4426;8880;12619;7368;2277
3051,12005;1445;12846;4225;4693;5684;10899;5010;874;1168
3052,2223;234;9104;4354;9289;702;964;8810;9265;7067
3053,9081;9325;4173;12432;3130;5626;2638;801;9409;11550
3054,5643;6632;3515;12189;11505;4009;5985;826;11227;3487
3055,2755;7560;8008;3302;4086;9296;11765;12536;11449;8392
3056,2868;3983;12168;2212;7302;749;4003;5989;4306;10791
3057,1904;1688;2176;2990;4315;6726;1027;4877;1999;9835
3058,11034;1449;4227;1143;11727;10893;11880;9404;11942;7529
3059,3615;10969;6433;4220;10289;3789;5244;4042;11940;4025
3060,748;321;2003;71;874;3284;11755;3148;2328;8154
3061,1512;4950;10550;10612;7387;12269;5006;2079;8279;11228
3062,5010;4154;8840;9260;8626;1641;3740;11004;8326;2994
3063,6942;1872;775;10780;4504;4172;6589;10413;7700;8173
3064,6901;5561;9000;8697;9011;1700;6390;5985;4306;8430
3065,3864;10902;2320;2948;3822;9203;9368;7426;1608;10583
3066,4154;7678;1070;7683;1311;5282;5186;7378;5153;10574
3067,7724;5140;8357;6499;11603;10110;1678;2171;8891;2013
3068,6721;478;11170;2838;7519;8154;4809;290;5399;5154
3069,12626;5678;3986;9404;7203;8635;8985;160;3499;12443
3070,3913;6408;3935;2589;12433;7100;1107;3597;7840;11606
3071,1593;941;1299;3662;1648;6216;8797;7968;6990;11925
3072,11662;7694;11092;5731;4743;3802;6845;5521;3622;11352
3073,4804;8186;7891;3509;7302;3541;6220;1251;5358;4352
3074,6362;9272;2024;5348;12160;1299;8742;1130;9281;10245
3075,684;10017;6379;6249;3806;9245;8129;7326;1009;5822
3076,10504;3741;4553;1738;11416;6810;11160;12575;11701;5906
