userId,similarUsers
8003,7386;5153;8941;1241;11007;3435;12415;7410;3367;4167
8004,12787;1959;10679;6473;9942;12685;11649;12600;1263;381
8005,4957;4012;8424;7195;757;8239;5720;12607;969;6616
8006,4270;12739;8466;10235;366;11831;6234;4351;10176;6386
8007,7922;6586;12663;8163;5360;3703;9823;12861;4727;9857
8008,1826;172;4709;9919;3055;4105;128;2791;4901;3259
8009,4400;3400;12510;8890;3816;6211;4398;7085;3081;11685
8010,4950;6814;4322;24;6495;9328;6037;1736;7270;10399
8011,9563;10985;5511;10627;8760;9146;11362;4426;11064;3875
8012,3317;8763;1931;918;10025;11035;12560;12124;7857;6367
8013,2216;5049;520;4373;11639;12109;3978;9902;10498;4096
8014,8782;4812;9154;9294;9360;9855;9915;7072;4363;218
8015,11980;6516;3760;9738;10889;7309;8000;9593;9142;6958
8016,6585;963;6678;11249;4689;8975;1208;3418;8629;30
8017,5782;2690;7672;12359;656;2734;4530;2686;1448;1893
8018,12324;5765;11598;7459;5422;408;8330;5715;8189;10792
8019,2367;5448;7878;4512;6669;12537;1507;573;12036;7386
8020,2272;3719;1557;9675;741;4088;11996;5974;8367;9889
8021,2297;5293;5425;11410;1718;9961;7605;1885;7228;5553
8022,2924;7672;1448;5341;10782;9149;2690;3899;8809;12906
8023,4513;1432;94;12050;2487;2752;590;10638;10859;2389
8024,10024;3040;763;4305;9269;7993;12246;452;1106;8611
8025,5881;1430;8803;12302;1588;4108;274;6476;2690;5636
8026,3694;9422;9924;9675;4547;12293;5554;10046;6361;4088
8027,132;8264;12502;9615;7068;6031;4063;6526;3453;2794
8028,3007;4779;4380;2002;2649;1183;4676;12138;5360;6905
8029,8972;9558;7956;867;12310;8304;3359;11057;11544;11927
8030,5547;3789;2373;4756;11245;4130;10740;8512;11312;1305
8031,5125;4231;10967;6448;8949;5969;11105;11378;8658;4263
8032,4593;2107;11433;8550;335;3691;12440;3298;6146;7701
8033,10833;6794;12245;4848;11852;2384;9341;4139;12292;10204
8034,7543;5705;11379;7839;6706;7127;2498;8567;9184;11944
8035,10274;9159;8739;9217;1518;11520;2912;6398;7199;3437
8036,5302;8653;2057;100;9895;9197;3046;9134;10039;10877
8037,8578;5048;2886;10463;9816;4612;9432;12237;5306;2463
8038,3624;12191;8810;6202;1723;9786;6571;6902;466;12366
8039,4233;2229;789;2962;5363;3410;3607;11624;236;2338
8040,10537;5629;6243;11271;6837;10194;5907;5270;3277;7764
8041,12022;8071;3472;5396;5353;5831;6061;11133;9624;2508
8042,7452;8977;1214;12276;11611;4543;4632;3767;8766;5877
8043,8447;1430;9788;9947;11091;1001;7702;12396;778;11745
8044,2744;9799;1631;9275;5949;9109;4807;12195;9975;10720
8045,11785;9887;2442;2036;6921;9204;3666;1296;771;859
8046,4902;809;3113;4765;9010;1170;7104;754;10746;7614
8047,12484;8073;908;8952;7843;7968;8573;10360;2168;2112
8048,9016;11675;7004;1693;9231;11968;29;6788;8514;543
8049,2488;711;10148;9451;12663;2975;8175;4342;3931;6016
8050,6413;11837;11442;4152;7059;6635;6076;1190;3144;7991
8051,10152;797;5262;4211;9658;744;542;7099;5524;1761
8052,6801;12362;996;194;6090;3364;5328;3011;12609;3040
8053,9004;12781;11772;6652;2513;3447;4309;9475;8022;253
8054,26;1887;10165;10784;12736;5474;9877;12373;7682;978
8055,1893;11075;3039;2288;1476;9993;3899;11445;5504;2734
8056,5372;7594;4010;629;3827;1885;9342;3748;7004;12055
8057,5180;11649;9899;10637;8439;9250;2800;9170;6571;3484
8058,133;810;12595;10352;12590;10060;4705;5755;11575;7533
8059,7307;2007;6378;1463;10575;6178;8930;12717;10516;10323
8060,1400;1099;11180;9529;1531;7080;8198;5496;7553;2773
8061,5688;11600;7454;4804;398;10278;758;2864;4233;8128
8062,11459;6005;5543;515;8513;185;10047;4716;4864;2910
8063,4109;7158;3733;4331;5912;2095;5787;5927;10333;5363
8064,8326;11928;10017;5002;4849;6294;10917;8351;3564;3725
8065,2515;9880;4773;8616;1469;410;10147;10269;12642;5002
8066,10548;2680;1701;11044;6815;9977;3091;7173;330;5447
8067,5939;11037;1324;5296;6019;7708;1317;8865;7213;12100
8068,1336;5870;11310;1222;2587;6794;7876;6294;1043;9918
8069,5083;5118;4984;7061;11856;1158;6428;5533;12892;7154
8070,9545;9341;10537;2268;12507;8008;4198;5759;7413;3156
8071,2773;5929;2078;5268;10969;4838;11573;7102;3406;7436
8072,11730;12266;3881;8062;11413;10180;7234;6150;2570;1742
8073,8453;8047;11982;5428;2987;625;7531;7512;6652;2634
8074,10118;355;2301;8847;10134;5913;5556;8020;11630;8498
8075,1617;3567;12467;3859;10150;1828;3947;808;5955;8679
8076,8337;12546;559;1696;1525;9241;11469;9076;5109;8152
8077,1310;7551;8160;10461;348;9114;4068;9151;11229;1349
8078,12559;1591;11256;3520;3594;8109;9205;8447;10742;7470
8079,8152;9432;5863;12458;1734;1599;8394;12753;243;2886
8080,11453;3096;5914;9066;12375;10332;11308;7097;12462;1552
8081,2586;7906;2011;6683;2463;5623;4311;3870;5158;7048
8082,4931;3593;1190;5505;11140;3808;2194;1877;12612;8337
8083,9187;12847;4604;241;5859;6077;7590;4019;122;874
8084,12434;6141;2776;9089;12457;9154;212;1312;5069;6094
8085,11156;2;3803;933;3332;6556;4199;3599;98;7936
8086,172;6876;712;10963;8717;19;2341;360;4117;6536
8087,11020;1163;4810;11405;11082;2985;12144;8726;10952;6081
8088,11449;7802;8388;2342;9680;1300;8663;8797;9673;12202
8089,5627;6645;2573;9499;1797;2733;4835;7708;10727;464
8090,11836;1358;9165;10294;7640;11619;4779;3173;4966;5605
8091,10787;6315;3211;5992;7430;7526;5760;4327;10099;8977
8092,5230;6615;4410;8925;1465;10937;5915;1384;11223;9990
8093,4131;6253;10550;2400;10980;8517;8882;3534;7822;444
8094,8328;2402;7007;11640;3258;12347;3654;11497;9522;2275
8095,10260;9553;7575;2316;7448;7230;11157;749;9525;9020
8096,6429;1893;2924;7672;1476;3201;4530;656;11193;9030
8097,10652;3296;11393;9512;4882;5777;4120;8137;12250;2107
8098,10199;5152;588;2415;12288;1074;10819;917;7140;6790
8099,10715;12061;10580;2647;7998;7423;9099;7515;10850;10422
8100,9386;7199;11915;472;11671;4102;1002;6623;10690;10244
8101,2003;7954;3099;8744;2408;6748;7311;12579;9241;341
8102,10190;7842;4055;7198;7908;10268;186;5272;6460;12862
8103,357;5682;610;4194;1953;11702;1206;6780;3030;2585
8104,10123;1548;8267;11369;2240;2725;12750;10568;12185;10902
8105,12233;6282;12088;576;5565;10840;7752;5286;10691;9053
8106,9357;10486;3414;7567;3984;10912;12043;7564;6449;6771
8107,9118;5105;12021;277;8738;12679;8472;7932;1499;4140
8108,11365;7837;12104;6753;5361;637;5530;1399;5485;12341
8109,11525;4946;12318;8078;2706;9279;9255;12776;1342;7514
8110,10193;2564;11613;4178;7419;10007;3214;6878;2396;11827
8111,4387;10152;1549;5070;989;1431;4415;12578;5907;5883
8112,3032;2652;11684;3211;8078;3962;11953;2632;2711;10132
8113,11120;6487;694;8771;6671;4905;10053;6506;10447;6956
8114,42;7883;12226;10072;5;6081;10901;6811;7241;946
8115,6487;6276;7955;8692;11834;6711;6984;7521;5594;328
8116,2314;785;11992;10770;9853;3925;11086;8224;1101;10045
8117,4739;12048;5025;12457;5603;2656;9654;4777;1578;5138
8118,12077;3617;3198;9682;2935;6554;7588;7909;7003;1903
8119,2748;4932;6336;1636;4996;8932;3691;2408;902;10955
8120,12648;3907;3328;4193;12290;2718;3115;4106;12771;11014
8121,1472;2677;6863;10580;2400;4110;10611;12872;2881;10634
8122,10433;9402;11281;5363;7106;10803;2804;3273;1842;11205
8123,2926;4013;12114;12337;8764;3841;7733;8677;10752;9972
8124,5195;3598;7877;1120;7474;10307;8108;9153;5505;3919
8125,7006;8274;6290;6172;7227;2883;1174;1485;10855;8498
8126,4104;1559;9632;12148;6528;5473;1736;3553;11059;5123
8127,488;10036;2431;7630;2637;4361;405;12746;10317;496
8128,12573;9002;12472;7927;4832;11180;9290;676;3694;10029
8129,12283;2815;5613;12043;11127;6189;3075;3123;9369;1986
8130,12313;4672;108;5478;6622;1621;8789;11518;201;1704
8131,4459;12801;8916;6270;3186;6319;2092;4274;9802;4726
8132,10821;945;5339;3899;6600;1893;2554;7718;12906;10582
8133,8480;2091;8616;6342;1492;10096;6483;7839;12559;9085
8134,1746;2342;11512;3917;11280;10260;1881;7431;9240;10790
8135,2025;5449;2221;459;8765;7783;2557;5291;4223;5780
8136,1087;1239;4542;8583;2204;5908;7006;10663;6858;11355
8137,11621;1206;6396;6774;12653;8652;258;8097;7921;1348
8138,11028;1145;2218;3178;3728;1686;9979;4047;7789;9490
8139,2870;4971;10447;399;12714;730;40;12681;469;2022
8140,6419;9770;12512;11111;2502;10162;2733;10752;5612;1725
8141,3596;1411;917;1082;4164;8414;11935;8854;8404;5818
8142,1162;1103;1665;2437;6758;3244;8906;9292;2508;3631
8143,7285;6463;12259;173;9415;443;4468;2527;3123;2026
8144,4704;5423;8396;7637;483;5692;12303;5459;9794;12383
8145,8363;976;7192;9838;3922;14;597;11152;11950;2838
8146,3896;10364;10504;5906;5996;3383;4884;5888;1818;7839
8147,8641;6165;10468;5659;10156;1645;3236;4342;7546;1554
8148,5924;7209;12089;6547;10967;7449;10341;10068;1760;5965
8149,462;10244;7835;1871;6395;2950;5757;3281;8261;7169
8150,6230;2836;3575;6782;958;12131;1747;5984;83;5946
8151,2204;2792;3801;8621;11090;1571;7988;248;2509;5129
8152,9776;8153;6823;8079;4562;7742;5513;1933;3967;1734
8153,6087;8152;9445;11318;1970;2886;11498;8570;5306;7486
8154,7908;11567;474;3678;4107;6547;2336;7834;9353;4149
8155,4916;574;7752;10779;3656;4000;11409;6617;962;2659
8156,5771;11194;5823;9915;8274;9239;11849;6172;3682;3005
8157,6874;10923;600;3245;5791;138;10105;10810;7032;241
8158,2307;4044;9666;4027;1284;8205;2497;10071;12875;3446
8159,10134;11285;6361;3271;2272;5913;4934;6971;455;11630
8160,7273;10148;8077;12053;1107;10688;517;12042;3185;9906
8161,10546;1091;6939;7173;10160;5707;2036;5852;11772;7701
8162,8447;3509;4275;12165;946;1129;9821;1410;7488;9916
8163,8182;8007;8662;9677;3306;8686;11830;9534;4453;88
8164,11195;7927;3821;9854;12752;4369;10811;2132;11092;12724
8165,10218;120;5349;2325;917;1525;11386;12643;8313;2036
8166,9865;4447;1380;2339;11321;3153;8655;12230;10218;7596
8167,9696;11419;2058;5608;11319;4194;8431;8432;8843;10654
8168,2628;9382;9277;16;12232;1264;3662;10790;11671;4930
8169,9645;8990;11026;3808;9025;8768;8740;1928;5183;3631
8170,11302;6356;777;7984;9670;10998;4649;7602;7366;5368
8171,12396;11013;3312;7388;7717;5876;3988;10827;6497;10421
8172,10498;4818;1968;9446;5264;9109;2154;6635;11144;9335
8173,11584;9853;2588;5130;7495;8445;12464;8442;3515;5496
8174,4467;8962;5070;2519;2413;9881;7639;5274;12645;5713
8175,4735;6300;7675;2729;11038;7180;1958;6484;12400;984
8176,12406;12480;4762;2588;4913;4328;1923;9173;5423;3273
8177,11192;6119;3470;6403;2445;5763;6679;8294;11844;8323
8178,7064;4853;1607;5386;8745;1034;11859;6782;2792;3956
8179,12568;8815;2465;1534;12688;5747;4886;11237;9540;653
8180,11107;7665;404;5068;9341;4340;1928;9848;1247;6523
8181,5389;1218;1866;5735;1662;6526;9490;6564;4818;11253
8182,8163;2128;5453;6996;2295;5982;9378;3380;2009;3958
8183,7754;2041;12042;7963;8912;5742;5537;2468;5011;833
8184,9403;247;1861;2875;5243;3098;11648;1627;3343;8982
8185,10040;1970;11432;9214;4645;5542;7492;1025;5206;10647
8186,7406;2500;7316;3073;10634;3427;9072;12065;5970;6317
8187,5298;889;12250;1192;935;2506;10911;6242;4297;12579
8188,12845;3188;11034;12926;1416;6162;3041;4196;5927;4857
8189,1063;3996;2086;8759;11562;1443;8001;1068;9123;8460
8190,2146;9981;11917;9634;1645;10205;11982;10787;3403;4823
8191,7549;7480;12286;6970;7832;8466;3029;11507;12153;1146
8192,5129;7812;2601;6949;9375;8558;9965;1268;2922;2385
8193,5425;1615;640;10399;6573;12609;5311;12666;3023;2981
8194,7495;10677;6430;4248;4559;3127;8228;276;8322;12923
8195,9346;11016;945;3732;11571;12844;9999;4142;12520;6955
8196,9043;6372;11834;12112;7815;278;1256;4645;11950;4401
8197,3736;11757;3149;1271;2367;7586;3829;12466;9994;6264
8198,5409;819;12417;7068;2918;8297;116;5910;11081;11139
8199,1302;11539;5291;10004;7479;12484;11498;4330;11792;8865
8200,10175;3912;9203;6056;8393;11050;11498;6783;9221;7729
8201,4395;2602;2518;9923;8685;4120;10138;7533;1143;3667
8202,6228;917;5535;10281;9050;9939;2469;9786;2287;10477
8203,3646;5685;5792;9552;688;6580;11461;4321;6228;10649
8204,115;9440;5277;6041;2646;6447;9530;5171;12091;637
8205,3578;840;7601;10230;1123;8158;241;544;9890;5332
8206,12169;12405;6190;11501;12605;2541;1572;991;636;3768
8207,1532;8590;7629;12306;4675;6211;4867;3209;7832;9322
8208,316;1420;4385;2449;6631;9537;2797;5077;2177;9564
8209,4846;195;595;12690;4061;4638;9805;1035;5439;12175
8210,9990;2459;9954;12579;612;8922;3020;6990;6527;11531
8211,12442;4893;5066;6354;8246;3118;10088;6485;3351;3280
8212,9977;12732;8743;12064;2546;11226;7052;4444;4797;2951
8213,7474;10222;9718;1421;6418;5426;7090;2958;4589;10143
8214,10026;11546;5969;6950;8815;11951;8659;11807;1995;11229
8215,10467;12437;6023;10610;7776;12004;1297;4909;14;10656
8216,5860;9974;947;6544;7211;3290;624;2587;12910;5167
8217,3685;6526;222;7974;1317;6693;1233;4308;8472;3100
8218,11765;2290;9266;3125;9815;6004;2133;11687;8313;5968
8219,10269;6976;11495;12755;11694;10786;10559;2364;12540;2425
8220,5134;10002;10746;7210;4469;4417;8581;8834;9129;421
8221,5442;6523;8232;2786;4836;12352;8679;11935;11441;433
8222,2028;2050;918;10482;3684;9167;9127;7270;4883;8710
8223,9630;12472;4675;6398;11626;11182;4901;9524;1460;1304
8224,8803;7261;8961;7180;10735;4906;6976;4579;8116;1478
8225,9;5177;1953;8399;647;5928;7639;2987;6473;10504
8226,9609;2375;11841;3687;4044;2969;1595;5219;12653;1536
8227,4614;5831;7985;3099;5080;7593;915;1696;696;5855
8228,7923;12911;8208;5172;9069;10260;3710;346;8194;374
8229,6657;12306;9705;12511;9619;9682;7262;2597;9357;3597
8230,10548;9838;6545;5944;11697;12471;10087;5186;4444;9636
8231,4946;12584;7069;11962;4507;10103;9039;1498;12559;222
8232,6875;827;12026;5312;8221;9080;1085;2409;7285;4698
8233,7978;986;4935;1838;6371;579;6483;5938;8721;1437
8234,7763;11734;8787;9674;4986;10948;5620;7174;8271;8692
8235,5239;5943;2313;1132;9750;3083;10338;1697;8890;3259
8236,5074;12811;8298;965;9284;2739;11883;3871;10997;4236
8237,12071;1364;11700;11600;346;7670;9312;786;4339;5742
8238,4722;10706;5149;7741;238;3809;4770;9762;11118;3000
8239,274;2717;4136;8005;1771;6310;5414;9663;5719;7069
8240,7654;10029;7562;11163;4836;5806;830;9625;9208;7556
8241,2228;12622;5848;12425;4153;137;5394;12516;35;12730
8242,374;12468;509;5847;2819;4821;12743;26;11386;2127
8243,6387;10140;4269;5628;2947;12713;6858;5161;8831;8285
8244,11032;2956;11150;2824;1069;11793;2401;1489;2403;10784
8245,2800;5985;9844;6429;815;11747;6587;4667;11143;11179
8246,846;6020;10958;3628;10006;547;4477;9274;8914;4839
8247,7464;1929;9313;748;521;5223;554;2352;12468;9168
8248,6101;12460;1840;7907;2926;12668;11916;1585;7152;10257
8249,8765;3117;12573;8815;573;10832;2628;5445;10380;2350
8250,7225;8830;5344;4344;372;10384;11940;5586;12202;3618
8251,2924;8852;3329;4679;1132;10239;11532;12443;3311;6137
8252,2508;2284;9642;8898;5860;2957;2695;8660;7929;10923
8253,2664;4181;6227;9295;586;4567;5007;2557;64;5341
8254,5186;2316;7193;320;8079;10774;7634;548;9355;9401
8255,1484;10613;11436;9045;1321;252;1346;548;9369;8686
8256,7226;5989;3983;8683;4162;8437;2971;11913;3846;5676
8257,6540;5175;12059;5721;11312;7012;8473;11260;6279;6789
8258,8493;6873;4853;1462;11369;12435;1422;1852;4085;10241
8259,7577;9204;8912;7064;276;9537;1356;8957;6631;1126
8260,3255;12447;9584;454;9204;11195;5835;7982;10024;4429
8261,1427;601;633;807;8203;4450;2520;1992;5136;534
8262,4920;9492;9972;972;8578;12923;5881;12677;11017;12212
8263,1417;2452;950;12360;12431;466;7631;11297;5992;6718
8264,11404;4529;587;7108;969;1518;5031;12521;1139;3670
8265,10425;10283;9616;1384;6676;5891;12347;7769;734;9764
8266,12826;10791;12502;6248;8876;12308;3000;5475;2200;9462
8267,5689;167;3556;9814;8104;3395;9906;8497;6606;4199
8268,238;12363;4014;2533;4291;7369;10895;9769;11857;6389
8269,285;5526;3945;11403;1724;7127;10553;11751;2514;3286
8270,11088;6573;9850;1412;1957;9310;6371;10262;4085;6446
8271,3978;4302;7041;1436;12173;349;5195;2448;5569;1777
8272,6635;10823;12224;638;11095;541;3140;7567;4604;5465
8273,119;11763;10051;2495;2306;3941;5917;1567;9728;9838
8274,9218;11593;8125;655;2883;8156;11257;7008;3441;11351
8275,6450;502;3721;11387;11972;9420;181;11398;11141;42
8276,2002;7380;3320;8852;1806;10418;8620;4476;8943;12023
8277,4526;6926;4177;5185;4371;3719;420;11527;9647;5139
8278,7766;11626;7487;8736;7240;1847;5636;6091;8777;5308
8279,8636;3696;5109;3550;7364;1182;6701;3576;612;7842
8280,10835;11681;2061;12593;3658;841;12824;6305;4740;9547
8281,11738;7981;7153;11164;4564;1930;3590;10956;7451;11502
8282,12691;12567;11783;4454;4772;6370;9781;1478;12718;3863
8283,902;9690;12688;7822;1330;1533;12331;2345;3340;5766
8284,11193;7998;3497;1735;5785;2877;2037;12646;4486;2280
8285,6067;8701;655;6290;12118;10973;2349;6234;2628;10413
8286,1047;10336;11144;11166;2254;8648;9444;9459;3887;3596
8287,8893;6587;4336;3328;1704;6373;9584;11056;9663;2240
8288,1483;8661;2717;6958;7863;8880;2563;574;11258;4407
8289,9890;10093;2547;4032;1664;9087;7046;12779;6173;4463
8290,5415;2769;4773;7220;10208;3573;793;5308;6921;1675
8291,5453;1044;9210;7221;3094;2748;7463;4882;12491;1637
8292,878;2598;11311;946;3345;7708;11404;7340;844;3314
8293,6187;12016;3163;12254;7030;12572;3732;1637;1767;5050
8294,10931;116;438;3456;11390;10971;2455;11386;8177;11398
8295,2271;5459;11151;10988;5448;6669;10391;12763;1635;1142
8296,3105;693;5943;5279;11601;11007;6352;5915;7504;10478
8297,8756;8402;3678;11296;3495;7363;6646;8198;731;3371
8298,8236;3971;7028;6106;10725;2002;5753;12457;12791;8626
8299,3096;6026;6207;6261;3515;970;12027;12688;9951;5014
8300,11257;10418;510;6324;10409;3540;5073;12761;11437;10659
8301,11865;10371;11010;7170;6415;2327;9369;9455;8695;6563
8302,7303;8584;12851;8512;12115;8440;10053;6533;11430;11125
8303,3799;29;8412;2327;4234;6596;5064;1273;8039;11768
8304,3655;8029;4871;9344;4563;12880;6967;10384;10925;3484
8305,12832;9085;12316;10572;881;4301;3472;1590;4062;10143
8306,12840;4277;4145;2109;969;4434;10770;8327;10263;4452
8307,9994;1282;5744;3029;7584;643;10867;10839;5757;3672
8308,3571;11111;10450;8654;1070;2497;7792;362;3665;6152
8309,871;11457;2298;11428;3871;5351;9578;1577;12684;6309
8310,10768;9423;7278;11418;6734;12501;377;4357;8028;11764
8311,3465;2321;6762;5504;7493;6395;10286;8243;4915;3789
8312,2876;11737;5312;8852;3323;5338;9504;5842;4320;2535
8313,3684;6540;7942;6397;7083;8750;10797;5780;10825;7521
8314,9354;8347;1459;11120;6972;4639;4599;358;7749;4854
8315,12923;10393;1544;8332;7677;836;1071;6705;12782;1451
8316,1463;11022;11034;222;12308;8611;10007;8706;8655;6505
8317,5123;5207;1130;3860;5677;3191;5973;12778;7523;4075
8318,8947;7718;6004;6918;7279;4596;10397;9552;9178;9978
8319,2498;12035;10263;6689;10021;5388;7116;1321;10053;2156
8320,11927;7511;1765;3172;9771;12099;2541;11853;10487;541
8321,9754;5191;6986;9876;4735;11766;4804;97;11387;9741
8322,12752;9424;4413;11907;10034;8840;622;3473;2206;9891
8323,2637;6431;12267;1287;4117;10972;1323;8782;10576;12325
8324,1514;4667;782;5460;1632;4090;11689;984;12608;12152
8325,7135;11211;11458;7694;3920;9977;6318;6367;5231;469
8326,9461;8064;3847;8493;10152;7428;12353;7273;12213;8546
8327,11742;8449;8575;2661;265;5976;8306;10357;10054;384
8328,8094;7841;2177;7533;3667;7829;8703;5340;6524;12175
8329,9513;6716;7343;1787;6091;4535;4545;5232;8359;7550
8330,12098;2343;4030;961;7354;9357;11807;8018;6362;8740
8331,1656;2968;6822;4548;4977;3015;4622;8503;7925;651
8332,4950;8315;2646;7386;7978;8762;4080;8609;11844;10062
8333,2056;12161;1821;11580;329;10782;11202;4497;7450;11057
8334,7929;799;961;11730;10410;1502;5113;3994;10606;8899
8335,9172;3959;9953;11912;877;12385;9517;1141;4234;2310
8336,5676;916;1887;11772;9036;4723;4649;1415;8615;9969
8337,8076;5670;5496;5109;10717;6504;7169;4620;4892;10797
8338,4694;4709;11199;4044;687;2923;4503;3539;531;10418
8339,10348;5877;8990;9423;2822;10254;9998;553;2766;10191
8340,5629;1807;2169;6993;9552;8256;5915;2247;6811;10768
8341,11317;1429;4443;4489;10661;11604;6134;9083;2006;2962
8342,685;10414;9666;1651;2494;5302;12315;10672;4423;1509
8343,127;11756;11146;387;10630;1494;6359;10419;7477;1168
8344,12873;4244;6839;2979;11911;4788;908;10756;51;2109
8345,7458;4226;5233;8870;11206;6293;8622;4663;6452;8215
8346,12730;9460;11529;1934;12703;10626;282;7063;8964;11888
8347,8314;4525;6766;6384;5125;5568;1628;10508;8640;9464
8348,286;5253;12784;9337;6452;11444;6329;968;8497;12125
8349,5754;3857;7231;320;5540;3430;10711;3168;7183;9964
8350,964;4185;7908;4807;10648;7918;11707;8564;3176;12866
8351,10838;1285;10234;4341;4937;8064;4848;9395;5560;7321
8352,1181;4465;11358;10957;10292;2709;881;5124;11496;530
8353,6138;4555;1229;4815;12897;11081;6932;5451;10884;358
8354,11027;506;5909;5451;3187;6772;8736;429;5726;3496
8355,8479;6062;4076;2234;10075;2541;11315;7832;4512;6900
8356,1186;7209;5650;9120;9283;5145;1171;11049;5694;3645
8357,4973;5947;9690;928;3067;4111;11204;7469;8708;257
8358,12385;58;12637;10130;10071;9758;7019;6334;9544;6857
8359,3995;4308;6592;4743;12828;8366;12889;10365;4989;7050
8360,7215;11535;12387;5748;8464;10398;1692;2843;3812;9002
8361,11764;9140;9703;11615;6647;5032;10906;7235;11872;2699
8362,5989;12506;9990;6543;521;5404;10883;4875;6351;6484
8363,8473;958;4450;8145;4001;11421;1220;9760;11907;2053
8364,237;9469;2960;7966;6664;10247;9923;5012;5282;4405
8365,10499;10156;12197;4212;12643;12904;4667;10644;8445;6333
8366,2872;7742;1757;8473;4766;6357;10717;9054;2777;10849
8367,389;749;4299;3769;8754;1991;12189;8020;6361;5554
8368,4138;838;7444;2188;6838;5871;6660;4425;9150;1071
8369,3617;9456;7529;11082;1063;8573;4618;7288;7638;9047
8370,3;721;6233;6284;11279;3827;6429;2487;2404;12494
8371,5465;6647;12488;2850;1513;4184;11133;9350;11248;9770
8372,10791;6657;1233;837;12284;923;4723;3316;5103;8114
8373,12167;1127;11938;6588;10088;11522;6083;3035;6782;7737
8374,11010;6247;10975;6301;9740;1174;7993;754;9173;9091
8375,1778;4695;4131;3467;7768;9793;12456;6195;6947;11269
8376,10794;6511;570;12126;290;3247;7485;3868;5220;8954
8377,8993;496;5678;4566;1578;10044;7917;6976;10441;12923
8378,6325;4185;938;8553;9542;3370;8870;1921;5923;8572
8379,12700;11825;7486;5979;10650;12747;11931;2543;7510;6147
8380,9065;5265;2154;6147;3728;9918;12236;8712;8784;8822
8381,5037;337;8734;1276;9642;6745;11183;943;8707;1771
8382,8807;8821;7284;10792;9728;8499;700;6040;3188;3588
8383,8529;5492;4251;12478;12903;8473;10020;10863;671;10456
8384,2902;4230;10558;7845;11896;5652;6079;6806;6547;8875
8385,59;10027;5325;12207;2878;4480;2879;5675;11013;6488
8386,12441;4613;1123;5331;1820;3385;2541;4322;5486;8534
8387,7185;4334;518;7807;2185;1617;3468;6986;68;2649
8388,978;7517;2076;8088;4815;9643;5865;168;6480;12891
8389,1723;10550;11028;11733;2069;11686;247;9256;5047;10903
8390,2893;328;9847;3411;5014;4483;29;809;7953;3030
8391,2024;12344;9273;2043;3521;3136;6326;5283;12105;11312
8392,2339;7739;9946;11972;3055;2857;8751;11030;3559;6018
8393,2619;9356;8200;434;12116;4571;6548;5236;8271;4036
8394,8578;9400;6087;9432;73;3488;8153;5863;797;10299
8395,11660;10141;7262;2828;2922;3857;681;3618;4270;12100
8396,8144;4107;9561;11070;12752;1485;9536;6800;11892;1373
8397,11509;6611;9768;12693;5483;2660;4685;11903;8593;7851
8398,10680;2183;8627;2317;8734;1957;8864;9048;1432;7551
8399,1342;4924;9;2781;4327;3384;4529;141;5970;8603
8400,5808;11112;1936;6927;7619;4717;162;2832;6870;11607
8401,2978;9733;1724;2625;5209;9306;3305;5663;952;12041
8402,5528;3288;3321;8297;5980;2310;10182;11925;12653;3163
8403,8916;5631;10059;7357;8689;11107;5087;3500;5575;2237
8404,4800;9540;4389;9273;4850;6246;12576;7971;2756;11191
8405,8515;2039;12138;7512;10668;8559;6277;3038;739;12210
8406,10518;6062;7358;3062;4516;6577;2447;12288;2204;8069
8407,5787;1047;7320;3417;10397;12792;10732;10005;10533;964
8408,291;6303;4796;9365;4077;3544;3018;2508;10528;5720
8409,11372;3784;5343;11855;3510;118;8838;11266;5834;5306
8410,1929;10260;2702;9556;9689;979;8567;11993;6227;10407
8411,1552;12596;5729;3714;9273;2036;8452;5594;9901;3881
8412,10372;8303;11192;11743;7270;4108;3992;7173;6149;8613
8413,8863;1350;10924;11140;651;11535;2245;4694;11692;8614
8414,1931;139;1662;5640;6962;12360;6559;1046;917;4007
8415,2588;10852;11246;4615;9160;12010;6375;4092;8166;908
8416,12380;533;1441;595;7518;11412;8859;5477;8554;7982
8417,10484;10015;5457;1726;1288;6977;12221;7457;2576;9872
8418,11065;10839;11031;7602;5451;4197;3989;10955;1861;10803
8419,5622;765;11406;4995;2048;1344;8473;5785;9449;10719
8420,3972;2618;236;231;6704;4089;10953;8608;1149;12489
8421,2345;406;10631;10688;534;1931;2872;10399;2656;4597
8422,7431;10361;3914;3605;7458;5085;12082;9300;2851;2012
8423,9365;9489;176;8719;1764;9275;3464;3089;1903;4149
8424,8005;12812;7155;5313;2601;1902;11885;3007;1678;2102
8425,8816;2735;6108;219;8977;1809;8917;6862;2201;10873
8426,6384;6746;2489;3665;493;6827;10922;9199;5522;1175
8427,11820;10635;4824;3148;263;11963;5462;12309;106;2250
8428,460;11761;10911;4156;3095;6174;5095;901;5280;984
8429,911;10188;11396;11436;8510;1786;2290;1848;7054;1335
8430,4934;3549;6843;10322;11869;11269;11809;7492;10902;2052
8431,3269;9779;12420;7495;12855;8167;6480;2536;3650;8140
8432,11165;2463;2298;10957;9366;8167;8851;263;3103;4859
8433,3649;6776;3712;11609;8946;6414;4880;10593;1414;433
8434,6678;4154;4215;7103;8829;2732;5758;12509;4288;6889
8435,7917;6675;10332;9894;9238;9703;12820;11067;12276;5600
8436,7931;5521;4735;5550;10135;7054;3773;1362;12883;4460
